,file,class
27,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\07458546-6893-49c8-b94f-edde706b19fa___GCREC_Bact.Sp 3835.JPG,Tomato___Bacterial_spot
28,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\0756753c-decb-4344-892f-4677b8215f0f___GCREC_Bact.Sp 5778.JPG,Tomato___Bacterial_spot
29,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\076ef17d-dfd3-4dbc-a351-a14eff1aecdb___UF.GRC_BS_Lab Leaf 8980.JPG,Tomato___Bacterial_spot
30,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\07957e12-d57c-45db-9243-731dd6b8caaa___GCREC_Bact.Sp 5878.JPG,Tomato___Bacterial_spot
31,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\07de82e1-7258-4c8d-a595-cb2334f02fb4___UF.GRC_BS_Lab Leaf 0418.JPG,Tomato___Bacterial_spot
32,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\083959e5-833b-4c10-9215-0b0aca81c8ca___UF.GRC_BS_Lab Leaf 0297.JPG,Tomato___Bacterial_spot
33,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\086880d1-73c4-40d3-99ea-d446c2299692___GCREC_Bact.Sp 3333.JPG,Tomato___Bacterial_spot
34,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\087cec29-0b94-4fd0-9c29-92f50cc8155f___UF.GRC_BS_Lab Leaf 0289.JPG,Tomato___Bacterial_spot
35,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\088a515b-7dd2-469a-b921-6a7de9edb7db___GCREC_Bact.Sp 3365.JPG,Tomato___Bacterial_spot
36,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\0893cbc5-7c6f-4ed2-863a-78f0bdb31ba0___GCREC_Bact.Sp 6174.JPG,Tomato___Bacterial_spot
37,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\08a25478-76ed-4e4c-8ad0-bc7322f050b0___GCREC_Bact.Sp 3028.JPG,Tomato___Bacterial_spot
38,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\08b479e4-0063-41e5-b85d-279b9aedd38f___UF.GRC_BS_Lab Leaf 0485.JPG,Tomato___Bacterial_spot
39,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\090e981e-4e75-48db-806d-c28c970f3c9a___UF.GRC_BS_Lab Leaf 9256.JPG,Tomato___Bacterial_spot
40,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\09442ca2-e279-4937-8ba0-faa85901f199___GCREC_Bact.Sp 5643.JPG,Tomato___Bacterial_spot
41,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\095f2dd4-7e65-44ab-a867-c5d9634ec532___GCREC_Bact.Sp 3801.JPG,Tomato___Bacterial_spot
42,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\096c159e-7f45-404c-ba64-eecc7941ce23___GCREC_Bact.Sp 5675.JPG,Tomato___Bacterial_spot
43,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\098b62a4-f92b-4c0d-9ab9-a6061a9d1625___GCREC_Bact.Sp 2955.JPG,Tomato___Bacterial_spot
44,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\09ebe433-a21f-4ffe-9954-e3ce4347143f___UF.GRC_BS_Lab Leaf 1084.JPG,Tomato___Bacterial_spot
45,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\10eddc16-1127-4de1-832e-6ae55cc0f953___GCREC_Bact.Sp 6180.JPG,Tomato___Bacterial_spot
46,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\10f0b483-25a2-4c13-9054-754e9fe08d18___GCREC_Bact.Sp 3812.JPG,Tomato___Bacterial_spot
47,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1120ddb9-d30f-4683-adf6-a30779648b49___GCREC_Bact.Sp 3408.JPG,Tomato___Bacterial_spot
48,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\113b3262-b784-450e-8fe7-6f35652f073d___GCREC_Bact.Sp 3153.JPG,Tomato___Bacterial_spot
49,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1169b92d-a606-4560-ae1a-ceee401fc959___GCREC_Bact.Sp 3447.JPG,Tomato___Bacterial_spot
50,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\116f4d08-405e-492c-a8b2-dd596b19b820___GCREC_Bact.Sp 3053.JPG,Tomato___Bacterial_spot
51,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\11fab8c8-08bb-476a-956b-cbf38b368643___UF.GRC_BS_Lab Leaf 8737.JPG,Tomato___Bacterial_spot
52,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\11fedfbc-52be-4032-b884-3b2071db6590___GCREC_Bact.Sp 3060.JPG,Tomato___Bacterial_spot
53,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\12071472-8b0f-494e-994e-8abff2082ec4___GCREC_Bact.Sp 6130.JPG,Tomato___Bacterial_spot
54,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\12159ce5-93ff-4ef3-b1ca-0bf130278818___GCREC_Bact.Sp 3565.JPG,Tomato___Bacterial_spot
55,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\12168e10-ea77-4d6b-841e-bfe48e141cee___GCREC_Bact.Sp 6085.JPG,Tomato___Bacterial_spot
56,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\122e4db5-bfc6-44b2-b7c5-bf05d040ca79___GCREC_Bact.Sp 5782.JPG,Tomato___Bacterial_spot
57,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\12440deb-4c37-42ed-a6ea-dcb018b52620___GCREC_Bact.Sp 3436.JPG,Tomato___Bacterial_spot
58,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\129f7d8d-d261-4aa6-b6ef-55a37851ac3e___UF.GRC_BS_Lab Leaf 0380.JPG,Tomato___Bacterial_spot
59,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\12cb9794-7459-488f-820e-f86a3d6b8a3a___GCREC_Bact.Sp 3119.JPG,Tomato___Bacterial_spot
60,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\12e9560a-01a5-4d97-a911-409c11cd0301___GCREC_Bact.Sp 3117.JPG,Tomato___Bacterial_spot
61,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\12eda6e1-d42f-4e52-b04f-ff4f4d932783___GCREC_Bact.Sp 6275.JPG,Tomato___Bacterial_spot
62,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\132e8a85-470e-4a7d-8535-c97ffcff7b0b___GCREC_Bact.Sp 3239.JPG,Tomato___Bacterial_spot
63,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1347d766-5747-4d71-b05f-0211e79930b4___GCREC_Bact.Sp 6227.JPG,Tomato___Bacterial_spot
64,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1371d8ed-b95f-4dd0-834c-9f3a944ca8dd___GCREC_Bact.Sp 3463.JPG,Tomato___Bacterial_spot
65,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\137ffef0-7f3d-4610-82f5-f59f9826b926___UF.GRC_BS_Lab Leaf 9109.JPG,Tomato___Bacterial_spot
66,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\13a0b443-c0b3-45fe-a22d-965a87a9b45e___GCREC_Bact.Sp 3108.JPG,Tomato___Bacterial_spot
67,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\13affc42-3a89-4a99-97aa-98f41682a71e___UF.GRC_BS_Lab Leaf 0546.JPG,Tomato___Bacterial_spot
68,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\13b8bbd3-32cf-4c69-bffb-870b7b6720e0___UF.GRC_BS_Lab Leaf 8890.JPG,Tomato___Bacterial_spot
69,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\13bd3ff5-3ecf-4258-9f89-5892ebfa362f___GCREC_Bact.Sp 3080.JPG,Tomato___Bacterial_spot
70,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\13cc9108-fcd9-4e6f-aed4-01813cebc881___UF.GRC_BS_Lab Leaf 8611.JPG,Tomato___Bacterial_spot
71,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\13fac2e9-a25f-4ac1-89c4-adbd143bb0a1___GCREC_Bact.Sp 3376.JPG,Tomato___Bacterial_spot
72,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1406a6e5-8aab-44df-997a-6386c01dc086___GCREC_Bact.Sp 5974.JPG,Tomato___Bacterial_spot
73,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\140ee344-ae36-403a-ace1-21d45f67ce57___GCREC_Bact.Sp 2969.JPG,Tomato___Bacterial_spot
74,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\144352ee-0f8d-44cc-9db1-c4f27eb5a00a___GCREC_Bact.Sp 3284.JPG,Tomato___Bacterial_spot
75,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\14707115-d4c3-4e6b-9895-d1613116fd3f___GCREC_Bact.Sp 3490.JPG,Tomato___Bacterial_spot
76,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\147fdb22-0a8b-46d7-8573-784d29b9d9cc___GCREC_Bact.Sp 6386.JPG,Tomato___Bacterial_spot
77,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\149fd0ef-ec5a-4a34-aa8f-8ed381b7d77d___GCREC_Bact.Sp 3370.JPG,Tomato___Bacterial_spot
78,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\14d87e41-89b0-4872-aa2c-3a85de708d2a___UF.GRC_BS_Lab Leaf 8992.JPG,Tomato___Bacterial_spot
79,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1506485f-0fba-4e0a-aecf-36f9c5bae096___GCREC_Bact.Sp 5543.JPG,Tomato___Bacterial_spot
80,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\151a2e55-b8d4-4c30-b494-4aa77a2f5695___GCREC_Bact.Sp 5941.JPG,Tomato___Bacterial_spot
81,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1552a68d-efde-4536-b883-f6da947f5a33___GCREC_Bact.Sp 5583.JPG,Tomato___Bacterial_spot
82,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\158e6da7-6371-4575-b2e2-a42be9b0beed___GCREC_Bact.Sp 3042.JPG,Tomato___Bacterial_spot
83,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\15a1998e-4b4d-446b-98e7-46ed98119495___UF.GRC_BS_Lab Leaf 0222.JPG,Tomato___Bacterial_spot
84,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\15dde11a-b359-46d2-abbd-c1f56a86a083___GCREC_Bact.Sp 5799.JPG,Tomato___Bacterial_spot
85,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\160c389d-886b-433a-a18b-842c45b2f20c___GCREC_Bact.Sp 5743.JPG,Tomato___Bacterial_spot
86,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\16119e7a-b9d7-4004-9a07-45b6c9f6d480___UF.GRC_BS_Lab Leaf 9172.JPG,Tomato___Bacterial_spot
87,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\162156e8-724a-48d9-8a19-904937f9dc03___GCREC_Bact.Sp 3472.JPG,Tomato___Bacterial_spot
88,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\16467af5-6cd6-47c8-b3bc-405dc68a462d___GCREC_Bact.Sp 3258.JPG,Tomato___Bacterial_spot
89,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1657e79d-9172-4170-aa17-56714f2ad03b___UF.GRC_BS_Lab Leaf 9145.JPG,Tomato___Bacterial_spot
90,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1664fff5-8d2e-4615-a448-2dd093c0df82___GCREC_Bact.Sp 3290.JPG,Tomato___Bacterial_spot
91,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\166a69a7-cae0-4e6e-ac75-bc207a5335f4___GCREC_Bact.Sp 5705.JPG,Tomato___Bacterial_spot
92,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\16899432-0c58-4c00-a212-f24faed4d040___GCREC_Bact.Sp 2981.JPG,Tomato___Bacterial_spot
93,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\16912266-6a1b-426c-9e58-2f0ff1a4e35a___UF.GRC_BS_Lab Leaf 8673.JPG,Tomato___Bacterial_spot
94,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\16bbb84a-b078-4c74-8ab0-872ac7240052___UF.GRC_BS_Lab Leaf 8605.JPG,Tomato___Bacterial_spot
95,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\172458d3-8e11-4e75-9f39-d7e96e885108___GCREC_Bact.Sp 3071.JPG,Tomato___Bacterial_spot
96,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1737e7ba-181e-400c-ab66-7723468e277f___UF.GRC_BS_Lab Leaf 0348.JPG,Tomato___Bacterial_spot
97,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\176ee70d-778e-4f49-a761-67271feff912___GCREC_Bact.Sp 5976.JPG,Tomato___Bacterial_spot
98,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\177b313d-c3e5-417f-b17b-d945ca4e48ea___GCREC_Bact.Sp 5687.JPG,Tomato___Bacterial_spot
99,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\177b8ce1-d77a-41d7-93ac-852d37d69faa___GCREC_Bact.Sp 3390.JPG,Tomato___Bacterial_spot
100,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\17ee90d7-f733-4026-a83e-c5c87ad88e67___GCREC_Bact.Sp 5623.JPG,Tomato___Bacterial_spot
101,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\180f9ef5-6709-4660-8444-617bf357106a___GCREC_Bact.Sp 5726.JPG,Tomato___Bacterial_spot
102,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1838f883-5e4b-4b24-bf4b-77d4a82f5f46___GCREC_Bact.Sp 6335.JPG,Tomato___Bacterial_spot
103,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\18a58445-cf57-41cd-93f8-ebb9d5f66118___GCREC_Bact.Sp 6200.JPG,Tomato___Bacterial_spot
104,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\18f0234d-3647-4769-a5a5-752ae8c55f28___UF.GRC_BS_Lab Leaf 8845.JPG,Tomato___Bacterial_spot
105,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\18f7004e-226b-42cc-bcaf-db9c47c5da65___UF.GRC_BS_Lab Leaf 9237.JPG,Tomato___Bacterial_spot
106,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\18f8073d-e27b-4b3c-b6c3-0440adc8acfa___GCREC_Bact.Sp 6068.JPG,Tomato___Bacterial_spot
107,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1917515d-7e2f-479c-afec-95b4d3ae07e8___GCREC_Bact.Sp 5607.JPG,Tomato___Bacterial_spot
108,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\195a20ea-ecf8-4611-ae53-ed76d8a522b7___GCREC_Bact.Sp 5791.JPG,Tomato___Bacterial_spot
109,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\196be0af-51c3-4587-bd91-9a606631d4f3___GCREC_Bact.Sp 3453.JPG,Tomato___Bacterial_spot
110,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\1975c2af-b85a-48d6-9b03-c7fcb5e0bcae___UF.GRC_BS_Lab Leaf 0558.JPG,Tomato___Bacterial_spot
111,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\19969ddc-0cdd-42f6-bbc4-351752a7ccec___GCREC_Bact.Sp 3428.JPG,Tomato___Bacterial_spot
112,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\19a19d0b-373f-497a-89bf-ea941ff5e12b___GCREC_Bact.Sp 3124.JPG,Tomato___Bacterial_spot
113,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\19e29a5d-897d-4ff0-8aab-8562d74b0eb8___GCREC_Bact.Sp 6031.JPG,Tomato___Bacterial_spot
114,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\2012f5c2-8a5a-4307-b2f6-f8cc65dea96d___GCREC_Bact.Sp 6350.JPG,Tomato___Bacterial_spot
115,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\213539dc-f50d-4f98-a380-4fcfc575d208___UF.GRC_BS_Lab Leaf 9122.JPG,Tomato___Bacterial_spot
116,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\21833eb1-b84e-4471-816b-166e575ed0e7___GCREC_Bact.Sp 3244.JPG,Tomato___Bacterial_spot
117,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\21a6fc4a-1d20-4d4b-9802-ce7096e342a1___GCREC_Bact.Sp 3576.JPG,Tomato___Bacterial_spot
118,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\21b0722c-abfd-4aab-88cb-646b6e284cbf___UF.GRC_BS_Lab Leaf 8683.JPG,Tomato___Bacterial_spot
119,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\21d6c511-c51b-4680-a6f7-6781feca8e8e___GCREC_Bact.Sp 3433.JPG,Tomato___Bacterial_spot
120,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\221605c0-99da-46d8-a503-285d4c6d1e1a___GCREC_Bact.Sp 6366.JPG,Tomato___Bacterial_spot
121,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\221699b8-60cf-49fb-a5a6-b02e3770008d___GCREC_Bact.Sp 6135.JPG,Tomato___Bacterial_spot
122,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\2224e59e-d71f-4d3e-8d48-7dc90551aeb1___UF.GRC_BS_Lab Leaf 0251.JPG,Tomato___Bacterial_spot
123,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\225a427b-3e65-45fc-aaa4-1210fb81c20e___GCREC_Bact.Sp 3457.JPG,Tomato___Bacterial_spot
124,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\2279def6-9a9e-43cd-8f35-9111fa81ab13___GCREC_Bact.Sp 5952.JPG,Tomato___Bacterial_spot
125,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\227f113b-8511-4d2f-a591-8e5d01e896dd___GCREC_Bact.Sp 6384.JPG,Tomato___Bacterial_spot
126,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\228ee04a-62e3-4fad-a457-62eb8b1472ee___UF.GRC_BS_Lab Leaf 0436.JPG,Tomato___Bacterial_spot
127,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\2290365c-ec97-46fb-bc6c-51395d458821___GCREC_Bact.Sp 5937.JPG,Tomato___Bacterial_spot
128,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\22a42ef8-b719-40d1-9307-8f035913daff___GCREC_Bact.Sp 3861.JPG,Tomato___Bacterial_spot
129,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\2300bcf2-b682-4be7-a101-e4517c15a32b___GCREC_Bact.Sp 2980.JPG,Tomato___Bacterial_spot
130,C:\Users\harsh\Desktop\Tomato Disease\dataset/train\Tomato___Bacterial_spot\235073b6-d329-4ebe-9e1d-015108760d6f___GCREC_Bact.Sp 5907.JPG,Tomato___Bacterial_spot
